ExperimentName,TiffFileName,CellName,isDivided,isDaughter,nImages,Distance,Displacement,TrajectoryTime,Directionality,AverageSpeed
Feb12,A3_2_Feb12.tif,C37.2.2.2,FALSE,TRUE,86,289.3,129.3,850,0.447,0.34
Feb12,A3_2_Feb12.tif,C38,TRUE,FALSE,43,152.3,66.1,420,0.434,0.363
Feb12,A3_2_Feb12.tif,C38.1,TRUE,TRUE,282,1208.2,164.2,2810,0.136,0.43
Feb12,A3_2_Feb12.tif,C38.1.1,FALSE,TRUE,108,291.2,41.2,1070,0.142,0.272
Feb12,A3_2_Feb12.tif,C38.1.2,FALSE,TRUE,108,359,116,1070,0.323,0.336
Feb12,A3_2_Feb12.tif,C38.2,TRUE,TRUE,217,714.2,157,2160,0.22,0.331
Feb12,A3_2_Feb12.tif,C38.2.1,FALSE,TRUE,115,351.7,132.5,1140,0.377,0.309
Feb12,A3_2_Feb12.tif,C38.2.2,FALSE,TRUE,173,593.1,56.8,1720,0.096,0.345
Feb12,A3_2_Feb12.tif,C39,FALSE,FALSE,433,1173.4,93.3,4320,0.08,0.272
Feb12,A3_2_Feb12.tif,C40,TRUE,FALSE,56,238,22.2,550,0.093,0.433
Feb12,A3_2_Feb12.tif,C40.1,TRUE,TRUE,192,555.8,23.7,1910,0.043,0.291
Feb12,A3_2_Feb12.tif,C40.1.1,FALSE,TRUE,10,59.5,14.5,90,0.243,0.661
Feb12,A3_2_Feb12.tif,C40.1.2,FALSE,TRUE,23,90.6,16.9,220,0.186,0.412
Feb12,A3_2_Feb12.tif,C40.2,TRUE,TRUE,155,410.4,20.6,1540,0.05,0.266
Feb12,A3_2_Feb12.tif,C40.2.1,FALSE,TRUE,63,215.5,37.5,620,0.174,0.348
Feb12,A3_2_Feb12.tif,C40.2.2,FALSE,TRUE,66,255.7,29.6,650,0.116,0.393
